EU->15 years-<3 year-biotech,8
EU-undefined-<3 year-biotech,0
ASIA-< 7 years-<3 year-biotech,0
ASIA-<10 years-<3 year-biotech,5
ASIA-<15 years-<3 year-biotech,0
ASIA->15 years-<3 year-biotech,1
ASIA-undefined-<3 year-biotech,0
CAN-< 7 years-<3 year-biotech,0
CAN-<10 years-<3 year-biotech,5
CAN-<15 years-<3 year-biotech,1
CAN->15 years-<3 year-biotech,0
CAN-undefined-<3 year-biotech,0
OC-< 7 years-<3 year-biotech,0
OC-<10 years-<3 year-biotech,1
OC-<15 years-<3 year-biotech,0
OC->15 years-<3 year-biotech,0
OC-undefined-<3 year-biotech,0
SA-< 7 years-<3 year-biotech,0
SA-<10 years-<3 year-biotech,1
SA-<15 years-<3 year-biotech,0
SA->15 years-<3 year-biotech,0
SA-undefined-<3 year-biotech,0
AF-< 7 years-<3 year-biotech,0
AF-<10 years-<3 year-biotech,0
AF-<15 years-<3 year-biotech,0
AF->15 years-<3 year-biotech,0
AF-undefined-<3 year-biotech,0
USA-< 7 years->3 year-biotech,0
USA-<10 years->3 year-biotech,32
USA-<15 years->3 year-biotech,406
USA->15 years->3 year-biotech,547
USA-undefined->3 year-biotech,0
EU-< 7 years->3 year-biotech,0
EU-<10 years->3 year-biotech,5
EU-<15 years->3 year-biotech,56
EU->15 years->3 year-biotech,104
EU-undefined->3 year-biotech,0
ASIA-< 7 years->3 year-biotech,0
ASIA-<10 years->3 year-biotech,1
ASIA-<15 years->3 year-biotech,19
ASIA->15 years->3 year-biotech,25
ASIA-undefined->3 year-biotech,0
CAN-< 7 years->3 year-biotech,0
CAN-<10 years->3 year-biotech,2
CAN-<15 years->3 year-biotech,11
CAN->15 years->3 year-biotech,37
CAN-undefined->3 year-biotech,0
OC-< 7 years->3 year-biotech,0
OC-<10 years->3 year-biotech,1
OC-<15 years->3 year-biotech,0
OC->15 years->3 year-biotech,8
OC-undefined->3 year-biotech,0
SA-< 7 years->3 year-biotech,0
SA-<10 years->3 year-biotech,0
SA-<15 years->3 year-biotech,0
SA->15 years->3 year-biotech,0
SA-undefined->3 year-biotech,0
AF-< 7 years->3 year-biotech,0
AF-<10 years->3 year-biotech,0
AF-<15 years->3 year-biotech,0
AF->15 years->3 year-biotech,2
AF-undefined->3 year-biotech,0
USA-< 7 years-no_fund-biotech,17
USA-<10 years-no_fund-biotech,26
USA-<15 years-no_fund-biotech,67
USA->15 years-no_fund-biotech,1281
USA-undefined-no_fund-biotech,0
EU-< 7 years-no_fund-biotech,5
EU-<10 years-no_fund-biotech,14
EU-<15 years-no_fund-biotech,14
EU->15 years-no_fund-biotech,462
EU-undefined-no_fund-biotech,0
ASIA-< 7 years-no_fund-biotech,1
ASIA-<10 years-no_fund-biotech,6
ASIA-<15 years-no_fund-biotech,12
ASIA->15 years-no_fund-biotech,123
ASIA-undefined-no_fund-biotech,0
CAN-< 7 years-no_fund-biotech,0
CAN-<10 years-no_fund-biotech,4
CAN-<15 years-no_fund-biotech,5
CAN->15 years-no_fund-biotech,73
CAN-undefined-no_fund-biotech,0
OC-< 7 years-no_fund-biotech,0
OC-<10 years-no_fund-biotech,1
OC-<15 years-no_fund-biotech,2
OC->15 years-no_fund-biotech,33
OC-undefined-no_fund-biotech,0
SA-< 7 years-no_fund-biotech,1
SA-<10 years-no_fund-biotech,2
SA-<15 years-no_fund-biotech,1
SA->15 years-no_fund-biotech,8
SA-undefined-no_fund-biotech,0
AF-< 7 years-no_fund-biotech,0
AF-<10 years-no_fund-biotech,0
AF-<15 years-no_fund-biotech,0
AF->15 years-no_fund-biotech,2
AF-undefined-no_fund-biotech,0
USA-< 7 years-<1 month-hardware,10
USA-<10 years-<1 month-hardware,11
USA-<15 years-<1 month-hardware,8
USA->15 years-<1 month-hardware,2
USA-undefined-<1 month-hardware,0
EU-< 7 years-<1 month-hardware,3
EU-<10 years-<1 month-hardware,4
EU-<15 years-<1 month-hardware,4
EU->15 years-<1 month-hardware,0
EU-undefined-<1 month-hardware,0
ASIA-< 7 years-<1 month-hardware,0
ASIA-<10 years-<1 month-hardware,4
ASIA-<15 years-<1 month-hardware,1
ASIA->15 years-<1 month-hardware,0
ASIA-undefined-<1 month-hardware,0
CAN-< 7 years-<1 month-hardware,1
CAN-<10 years-<1 month-hardware,0
CAN-<15 years-<1 month-hardware,1
CAN->15 years-<1 month-hardware,0
CAN-undefined-<1 month-hardware,0
OC-< 7 years-<1 month-hardware,0
OC-<10 years-<1 month-hardware,1
OC-<15 years-<1 month-hardware,0
OC->15 years-<1 month-hardware,0
OC-undefined-<1 month-hardware,0
SA-< 7 years-<1 month-hardware,0
SA-<10 years-<1 month-hardware,0
SA-<15 years-<1 month-hardware,0
SA->15 years-<1 month-hardware,0
SA-undefined-<1 month-hardware,0
AF-< 7 years-<1 month-hardware,0
AF-<10 years-<1 month-hardware,0
AF-<15 years-<1 month-hardware,0
AF->15 years-<1 month-hardware,0
AF-undefined-<1 month-hardware,0
USA-< 7 years-<1 year-hardware,15
USA-<10 years-<1 year-hardware,32
USA-<15 years-<1 year-hardware,19
USA->15 years-<1 year-hardware,3
USA-undefined-<1 year-hardware,0
EU-< 7 years-<1 year-hardware,8
EU-<10 years-<1 year-hardware,6
EU-<15 years-<1 year-hardware,7
EU->15 years-<1 year-hardware,0
EU-undefined-<1 year-hardware,0
ASIA-< 7 years-<1 year-hardware,2
ASIA-<10 years-<1 year-hardware,1
ASIA-<15 years-<1 year-hardware,3
ASIA->15 years-<1 year-hardware,0
ASIA-undefined-<1 year-hardware,0
CAN-< 7 years-<1 year-hardware,0
CAN-<10 years-<1 year-hardware,0
CAN-<15 years-<1 year-hardware,0
CAN->15 years-<1 year-hardware,0
CAN-undefined-<1 year-hardware,0
OC-< 7 years-<1 year-hardware,0
OC-<10 years-<1 year-hardware,1
OC-<15 years-<1 year-hardware,0
OC->15 years-<1 year-hardware,0
OC-undefined-<1 year-hardware,0
SA-< 7 years-<1 year-hardware,0
SA-<10 years-<1 year-hardware,0
SA-<15 years-<1 year-hardware,0
SA->15 years-<1 year-hardware,0
SA-undefined-<1 year-hardware,0
AF-< 7 years-<1 year-hardware,0
AF-<10 years-<1 year-hardware,0
AF-<15 years-<1 year-hardware,0
AF->15 years-<1 year-hardware,0
AF-undefined-<1 year-hardware,0
USA-< 7 years-<3 year-hardware,5
USA-<10 years-<3 year-hardware,76
USA-<15 years-<3 year-hardware,57
USA->15 years-<3 year-hardware,21
USA-undefined-<3 year-hardware,0
EU-< 7 years-<3 year-hardware,1
EU-<10 years-<3 year-hardware,14
EU-<15 years-<3 year-hardware,12
EU->15 years-<3 year-hardware,4
EU-undefined-<3 year-hardware,0
ASIA-< 7 years-<3 year-hardware,1
ASIA-<10 years-<3 year-hardware,6
ASIA-<15 years-<3 year-hardware,7
ASIA->15 years-<3 year-hardware,0
ASIA-undefined-<3 year-hardware,0
CAN-< 7 years-<3 year-hardware,0
CAN-<10 years-<3 year-hardware,2
CAN-<15 years-<3 year-hardware,0
CAN->15 years-<3 year-hardware,0
CAN-undefined-<3 year-hardware,0
OC-< 7 years-<3 year-hardware,0
OC-<10 years-<3 year-hardware,1
OC-<15 years-<3 year-hardware,0
OC->15 years-<3 year-hardware,0
OC-undefined-<3 year-hardware,0
SA-< 7 years-<3 year-hardware,0
SA-<10 years-<3 year-hardware,0
SA-<15 years-<3 year-hardware,0
SA->15 years-<3 year-hardware,0
SA-undefined-<3 year-hardware,0
AF-< 7 years-<3 year-hardware,0
AF-<10 years-<3 year-hardware,0
AF-<15 years-<3 year-hardware,0
AF->15 years-<3 year-hardware,0
AF-undefined-<3 year-hardware,0
USA-< 7 years->3 year-hardware,0
USA-<10 years->3 year-hardware,8
USA-<15 years->3 year-hardware,101
USA->15 years->3 year-hardware,175
USA-undefined->3 year-hardware,0
EU-< 7 years->3 year-hardware,0
EU-<10 years->3 year-hardware,4
EU-<15 years->3 year-hardware,21
EU->15 years->3 year-hardware,45
EU-undefined->3 year-hardware,0
ASIA-< 7 years->3 year-hardware,0
ASIA-<10 years->3 year-hardware,1
ASIA-<15 years->3 year-hardware,7
ASIA->15 years->3 year-hardware,19
ASIA-undefined->3 year-hardware,0
CAN-< 7 years->3 year-hardware,0
CAN-<10 years->3 year-hardware,3
CAN-<15 years->3 year-hardware,5
CAN->15 years->3 year-hardware,13
CAN-undefined->3 year-hardware,0
OC-< 7 years->3 year-hardware,0
OC-<10 years->3 year-hardware,0
OC-<15 years->3 year-hardware,0
OC->15 years->3 year-hardware,1
OC-undefined->3 year-hardware,0
SA-< 7 years->3 year-hardware,0
SA-<10 years->3 year-hardware,0
SA-<15 years->3 year-hardware,1
SA->15 years->3 year-hardware,1
SA-undefined->3 year-hardware,0
AF-< 7 years->3 year-hardware,0
AF-<10 years->3 year-hardware,0
AF-<15 years->3 year-hardware,0
AF->15 years->3 year-hardware,0
AF-undefined->3 year-hardware,0
USA-< 7 years-no_fund-hardware,43
USA-<10 years-no_fund-hardware,99
USA-<15 years-no_fund-hardware,100
USA->15 years-no_fund-hardware,637
USA-undefined-no_fund-hardware,0
EU-< 7 years-no_fund-hardware,31
EU-<10 years-no_fund-hardware,47
EU-<15 years-no_fund-hardware,37
EU->15 years-no_fund-hardware,220
EU-undefined-no_fund-hardware,0
ASIA-< 7 years-no_fund-hardware,15
ASIA-<10 years-no_fund-hardware,15
ASIA-<15 years-no_fund-hardware,26
ASIA->15 years-no_fund-hardware,92
ASIA-undefined-no_fund-hardware,0
CAN-< 7 years-no_fund-hardware,6
CAN-<10 years-no_fund-hardware,8
CAN-<15 years-no_fund-hardware,9
CAN->15 years-no_fund-hardware,31
CAN-undefined-no_fund-hardware,0
OC-< 7 years-no_fund-hardware,2
OC-<10 years-no_fund-hardware,3
OC-<15 years-no_fund-hardware,2
OC->15 years-no_fund-hardware,17
OC-undefined-no_fund-hardware,0
SA-< 7 years-no_fund-hardware,0
SA-<10 years-no_fund-hardware,0
SA-<15 years-no_fund-hardware,0
SA->15 years-no_fund-hardware,3
SA-undefined-no_fund-hardware,0
AF-< 7 years-no_fund-hardware,0
AF-<10 years-no_fund-hardware,1
AF-<15 years-no_fund-hardware,0
AF->15 years-no_fund-hardware,2
AF-undefined-no_fund-hardware,0
